alimento,grupo,equivalencia_casera,kcal_por_100g
Aguacate verde,Grasas sin proteínas,1 pieza = 50 g,184
Calahua,Grasas sin proteínas,1 cucharada = 19 g,184
Chicharrón de soya,Grasas sin proteínas,1 gramos = 1 g,283
Cocada,Grasas sin proteínas,1 pieza = 27 g,456
Coco,Grasas sin proteínas,1 gramos = 1 g,683
Coco de aceite,Grasas sin proteínas,1 gramos = 1 g,683
Coco deshidratado,Grasas sin proteínas,1 gramos = 1 g,667
Coco en hojuelas,Grasas sin proteínas,1 cucharada = 4 g,489
Coco entero,Grasas sin proteínas,1 gramos = 1 g,300
Coco fresco,Grasas sin proteínas,1 gramos = 1 g,350
Coco rallado,Grasas sin proteínas,1 cucharada = 6 g,489
Coco seco,Grasas sin proteínas,1 cucharada = 6 g,489
Coco seco y endulzado,Grasas sin proteínas,1 cucharada = 6 g,489
Coquito,Grasas sin proteínas,1 gramos = 1 g,683
Crema,Grasas sin proteínas,1 cucharada = 15 g,287
Crema 20% grasa (dulce),Grasas sin proteínas,1 cucharada = 16 g,195
Crema 40% grasa (agria),Grasas sin proteínas,1 cucharada = 13 g,346
Crema Lala Light,Grasas sin proteínas,1 cucharada = 16 g,49
Crema agria,Grasas sin proteínas,1 cucharada = 13 g,338
Crema baja en grasa,Grasas sin proteínas,1 cucharada = 15 g,173
Crema batida,Grasas sin proteínas,1 cucharada = 8 g,350
Crema batida en aerosol,Grasas sin proteínas,1 cucharada = 3 g,267
Crema chantilly,Grasas sin proteínas,1 cucharada = 8 g,350
Crema de coco dulce,Grasas sin proteínas,1 cucharadita = 6 g,196
Crema de coco natural,Grasas sin proteínas,1 cucharadita = 5 g,333
Crema de leche en polvo,Grasas sin proteínas,1 cucharada = 2 g,390
Crema dulce,Grasas sin proteínas,1 cucharadita = 5 g,189
Crema dulce para batir,Grasas sin proteínas,1 cucharadita = 5 g,189
Crema entera,Grasas sin proteínas,1 cucharada = 14 g,293
Crema ligera,Grasas sin proteínas,1 cucharada = 14 g,293
Crema natural,Grasas sin proteínas,1 cucharada = 15 g,287
Crema para batir,Grasas sin proteínas,1 cucharada = 14 g,195
Crema para café,Grasas sin proteínas,1 cucharada = 14 g,293
Crema ácida,Grasas sin proteínas,1 cucharada = 10 g,219
Dip,Grasas sin proteínas,1 cucharada = 15 g,160
Dip de cebolla,Grasas sin proteínas,1 cucharada = 15 g,160
Dip preparado,Grasas sin proteínas,1 cucharada = 15 g,160
Dip preparado con crema,Grasas sin proteínas,1 cucharada = 15 g,160
Grasa de tocino,Grasas sin proteínas,1 gramos = 1 g,
Grasas animales,Grasas sin proteínas,1 gramos = 1 g,880
Grasas vegetales para cocinar,Grasas sin proteínas,1 gramos = 1 g,880
Guacamole,Grasas sin proteínas,1 cucharada = 14 g,164
Lardo,Grasas sin proteínas,1 gramos = 1 g,900
Manteca de cacao,Grasas sin proteínas,1 cucharadita = 5 g,880
Manteca de cerdo,Grasas sin proteínas,1 cucharadita = 4 g,975
Manteca vegetal,Grasas sin proteínas,1 cucharadita = 4 g,950
Mantequilla,Grasas sin proteínas,1 cucharadita = 4 g,783
Mantequilla Lala reducida en grasa,Grasas sin proteínas,1 cucharada = 12 g,38
Mantequilla clarificada,Grasas sin proteínas,1 cucharadita = 4 g,883
Mantequilla con sal,Grasas sin proteínas,1 cucharadita = 4 g,783
Mantequilla derretida,Grasas sin proteínas,1 cucharadita = 5 g,720
Mantequilla sin sal,Grasas sin proteínas,1 cucharadita = 4 g,783
Margarina,Grasas sin proteínas,1 cucharadita = 4 g,975
Margarina baja en grasa,Grasas sin proteínas,1 cucharadita = 4 g,382
Margarina con sal,Grasas sin proteínas,1 cucharadita = 4 g,783
Margarina sin sal,Grasas sin proteínas,1 cucharadita = 4 g,975
Mayonesa,Grasas sin proteínas,1 cucharadita = 5 g,680
Mayonesa chipotle,Grasas sin proteínas,1 cucharada = 14 g,379
Mayonesa de aguacate,Grasas sin proteínas,1 cucharada = 14 g,671
Media crema,Grasas sin proteínas,1 cucharada = 15 g,133
Nata,Grasas sin proteínas,1 cucharada = 14 g,343
Nuez de Brasil,Grasas sin proteínas,1 pieza = 4 g,662
Pam aceite de oliva,Grasas sin proteínas,1 disparo = 1 g,850
Pam mantequilla,Grasas sin proteínas,1 disparo = 1 g,850
Praliné,Grasas sin proteínas,1 cucharada = 16 g,450
Queso Philadelphia,Grasas sin proteínas,1 cucharada = 13 g,354
Queso crema,Grasas sin proteínas,1 cucharada = 13 g,354
Queso crema bajo en grasa,Grasas sin proteínas,1 cucharada = 13 g,246
Queso crema untable,Grasas sin proteínas,1 cucharada = 10 g,370
Queso líquido,Grasas sin proteínas,1 cucharada = 15 g,147
Queso para nachos,Grasas sin proteínas,1 cucharada = 15 g,147
Salsa Alfredo,Grasas sin proteínas,1 cucharada = 14 g,314
Salsa Macha,Grasas sin proteínas,1 cucharada = 20 g,520
Salsa Tártara industrializada,Grasas sin proteínas,1 cucharadita = 16 g,325
Salsa Tártara sin grasa,Grasas sin proteínas,1 cucharada = 16 g,77
Salsa Velouté,Grasas sin proteínas,1 cucharada = 14 g,181
Salsa holandesa industrializada,Grasas sin proteínas,1 cucharada = 16 g,550
Tampico,Grasas sin proteínas,1 gramos = 1 g,433
Tocineta,Grasas sin proteínas,1 rebanada = 10 g,520
Tocino,Grasas sin proteínas,1 rebanada = 8 g,550
Tocino ahumado,Grasas sin proteínas,1 rebanada = 8 g,550
Tocino en lonja,Grasas sin proteínas,1 gramos = 1 g,550
Tocino frito,Grasas sin proteínas,1 rebanada = 7 g,557
Tocino imitación,Grasas sin proteínas,1 rebanada = 10 g,410
Tuétano,Grasas sin proteínas,1 gramos = 1 g,783
Vinagreta,Grasas sin proteínas,1 cucharada = 16 g,450
Vinagreta baja en calorías,Grasas sin proteínas,1 cucharada = 16 g,48
Vinagreta comercial,Grasas sin proteínas,1 cucharada = 15 g,200
Vinagreta de ajonjolí,Grasas sin proteínas,1 cucharadita = 4 g,442
Vinagreta de mostaza,Grasas sin proteínas,1 cucharadita = 4 g,392
Vinagreta de vino,Grasas sin proteínas,1 cucharadita = 4 g,229
coco rallado y endulzado,Grasas sin proteínas,1 cucharada = 6 g,489
pam,Grasas sin proteínas,1 disp.1s = 1 g,880
Activia natural bebible,Leche con azúcar,1 pieza = 250 g,71
Activia natural sólido,Leche con azúcar,1 pieza = 125 g,92
Alimento lácteo fermentado con Acti-Regularis sabor ciruela pasa (bebible),Leche con azúcar,1 pieza = 250 g,80
Alimento lácteo fermentado con Acti-Regularis sabor ciruela pasa (sólido),Leche con azúcar,1 pieza = 125 g,98
Alimento lácteo fermentado con Acti-Regularis sabor fresa (bebible),Leche con azúcar,1 pieza = 250 g,80
Alimento lácteo fermentado con Acti-Regularis sabor fresa (sólido),Leche con azúcar,1 pieza = 125 g,98
Alimento lácteo fermentado sabor fresa (Lactobacillus casei y Streptococcus thermophilus),Leche con azúcar,1 pieza = 108 g,87
Alimento lácteo fermentado sabor manzana (Lactobacillus casei y Streptococcus thermophilus),Leche con azúcar,1 pieza = 108 g,75
Alimento lácteo fermentado sabor natural (Lactobacillus casei y Streptococcus thermophilus),Leche con azúcar,1 pieza = 108 g,75
Chongos zamoranos,Leche con azúcar,1 taza = 216 g,180
Helado de café,Leche con azúcar,1 taza = 182 g,214
Helado de café bajo en calorías,Leche con azúcar,1 taza = 182 g,201
Helado de chocolate,Leche con azúcar,1 taza = 132 g,216
Helado de chocolate bajo en calorías,Leche con azúcar,1 taza = 132 g,201
Helado de fresa,Leche con azúcar,1 taza = 132 g,192
Helado de fresa bajo en calorías,Leche con azúcar,1 taza = 186 g,163
Helado de vainilla,Leche con azúcar,1 taza = 132 g,201
Helado de vainilla bajo en calorías,Leche con azúcar,1 taza = 132 g,165
Helado de yogur,Leche con azúcar,1 taza = 158 g,127
Helado de yogur de fresa,Leche con azúcar,1 taza = 158 g,127
Helado napolitano,Leche con azúcar,1 taza = 136 g,201
Helado napolitano bajo en calorías,Leche con azúcar,1 taza = 180 g,161
Leche con chocolate,Leche con azúcar,1 taza = 240 g,83
Leche con chocolate semidescremada 1%,Leche con azúcar,1 taza = 240 g,76
Leche con vainilla,Leche con azúcar,1 taza = 218 g,95
Leche descremada con chocolate,Leche con azúcar,1 taza = 240 g,63
Leche en polvo sabor fresa,Leche con azúcar,1 cucharada = 7 g,334
Leche en polvo sabor vainilla,Leche con azúcar,1 cucharada = 7 g,334
Leche fermentada con Lactobacilo,Leche con azúcar,1 pieza = 100 g,72
Leche fermentada con Lactobacilo sabor naranja,Leche con azúcar,1 pieza = 100 g,74
Leche fermentada con Lactobacilo sabor natural,Leche con azúcar,1 pieza = 100 g,83
Leche fermentada con Lactobacilo sabor vainilla,Leche con azúcar,1 pieza = 100 g,88
Leche malteada de chocolate,Leche con azúcar,1 taza = 240 g,84
Leche malteada sabor chocolate,Leche con azúcar,1 pieza = 240 g,119
Leche malteada sabor fresa,Leche con azúcar,1 pieza = 243 g,112
Leche malteada sabor vainilla,Leche con azúcar,1 pieza = 240 g,112
Leche semidescremada sabor chocolate,Leche con azúcar,1 pieza = 240 g,76
Malteada de chocolate,Leche con azúcar,1 taza = 236 g,127
Malteada de fresa,Leche con azúcar,1 pieza = 240 g,113
Malteada de vainilla,Leche con azúcar,1 pieza = 260 g,148
Nescafe Dolce Gusto Chococino (1 cápsula de leche + 1 cápsula de cocoa),Leche con azúcar,1 cápsula = 34 g,437
Nescafe Dolce Gusto caramel late macchiato (1 cápsula de leche con azúcar + 1 cápsula de café),Leche con azúcar,1 cápsula = 21 g,374
"Nescafe Dolce Gusto late macchiato (1 cápsula de leche
1 cápsula de café)",Leche con azúcar,1 cápsula = 25 g,364
Yoghurt Danone bebible sabor fresa,Leche con azúcar,1 pieza = 220 g,69
Yoghurt Danone sabor manzana con fruta,Leche con azúcar,1 pieza = 220 g,100
Yoghurt bebible sabor durazno,Leche con azúcar,1 pieza = 165 g,68
Yoghurt bebible sabor fresa,Leche con azúcar,1 pieza = 165 g,68
Yoghurt bebible sabor piña colada,Leche con azúcar,1 pieza = 165 g,68
Yoghurt de café,Leche con azúcar,1 taza = 240 g,100
Yoghurt de fruta,Leche con azúcar,1 taza = 240 g,112
Yoghurt de vainilla,Leche con azúcar,1 taza = 240 g,112
Yoghurt para beber sabor fruta,Leche con azúcar,1 pieza = 250 g,69
Yogurt de soya,Leche con azúcar,1 taza = 180 g,94
Danonino queso Petit Suisse sabor fresa,Leche descremada,1 pieza = 42 g,101
Leche Alpura Light Extra,Leche descremada,1 taza = 240 g,43
Leche Light Extra,Leche descremada,1 taza = 240 g,43
Leche descremada,Leche descremada,1 taza = 245 g,35
Leche descremada con chocolate,Leche descremada,1 taza = 240 g,32
Leche descremada en polvo,Leche descremada,1 cucharada = 8 g,363
"Leche descremada en polvo, reducida en Ca",Leche descremada,1 cucharada = 8 g,357
Leche en polvo descremada,Leche descremada,1 cucharada = 8 g,363
Leche evaporada descremada,Leche descremada,1 taza = 240 g,78
Sofúl LT durazno,Leche descremada,1 envase = 106 g,59
Sofúl LT fresa,Leche descremada,1 envase = 106 g,60
Sofúl LT manzana,Leche descremada,1 envase = 106 g,56
Sofúl LT natural,Leche descremada,1 envase = 105 g,68
Sofúl LT para beber fresa,Leche descremada,1 envase = 209 g,46
Sofúl LT para beber mango,Leche descremada,1 envase = 208 g,45
Sofúl LT para beber natural,Leche descremada,1 envase = 208 g,45
Vitalinea bebible,Leche descremada,1 pieza = 240 g,45
Vitalinea sólido,Leche descremada,1 pieza = 125 g,54
Yoghurt Activia bebible ciruela pasa,Leche descremada,1 gramos = 1 g,60
Yoghurt Danone Defensis,Leche descremada,1 pieza = 100 g,59
Yoghurt Danone Esencial,Leche descremada,1 pieza = 115 g,63
Yoghurt Triple 0 bebible Vitalinea sabor frutos amarillos,Leche descremada,1 pieza = 220 g,35
"Yoghurt Triple 0 sólido Vitalinea, sabor fresa",Leche descremada,1 pieza = 220 g,49
Yoghurt bajo en grasa,Leche descremada,1 taza = 239 g,111
Yoghurt light,Leche descremada,1 taza = 240 g,53
Yoghurt light de fruta,Leche descremada,1 taza = 240 g,53
Jocoque,Leche entera,1 cucharada = 15 g,168
Jocoque ligero,Leche entera,1 cucharada = 15 g,168
Jocoque seco,Leche entera,1 cucharada = 15 g,168
Leche,Leche entera,1 taza = 240 g,62
Leche Clavel,Leche entera,1 taza = 240 g,125
Leche Liconsa Te Nutre,Leche entera,1 cucharada = 8 g,497
Leche caliente,Leche entera,1 taza = 240 g,62
Leche cruda,Leche entera,1 taza = 240 g,61
Leche de burra,Leche entera,1 taza = 237 g,53
Leche de cabra,Leche entera,1 taza = 240 g,69
Leche de vaca,Leche entera,1 taza = 240 g,62
Leche en polvo,Leche entera,1 cucharada = 8 g,497
Leche entera,Leche entera,1 taza = 240 g,62
Leche entera baja en sodio,Leche entera,1 taza = 240 g,61
Leche entera en polvo,Leche entera,1 cucharada = 8 g,497
Leche entera en polvo adicionada,Leche entera,1 cucharada = 8 g,497
Leche entera evaporada,Leche entera,1 taza = 240 g,125
Leche entera ultrapasteurizada,Leche entera,1 taza = 240 g,56
Leche evaporada,Leche entera,1 taza = 240 g,125
Leche fría,Leche entera,1 taza = 240 g,62
Leche hervida,Leche entera,1 taza = 240 g,68
Leche humana,Leche entera,1 taza = 240 g,71
Leche materna,Leche entera,1 taza = 240 g,71
Leche maternizada en polvo,Leche entera,1 cucharada = 13 g,508
Leche omega verde,Leche entera,1 taza = 240 g,50
Leche pasteurizada,Leche entera,1 taza = 240 g,61
Leche preparada,Leche entera,1 taza = 240 g,59
Yoghurt,Leche entera,1 taza = 227 g,61
Yoghurt Danone natural sin azúcar y sin endulzar,Leche entera,1 gramos = 1 g,74
Yoghurt natural,Leche entera,1 taza = 227 g,61
Leche evaporada semidescremada,Leche semidescremada,1 taza = 260 g,78
Leche fácil digestión,Leche semidescremada,1 taza = 240 g,45
Leche semidescremada,Leche semidescremada,1 taza = 233 g,50
Leche semidescremada 1%,Leche semidescremada,1 taza = 244 g,42
Leche semidescremada 2%,Leche semidescremada,1 taza = 234 g,50
Vitalinea bebible sabor fresa y guayaba,Leche semidescremada,1 envase = 240 g,41
"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Leche semidescremada,1 gramos = 1 g,93
"Yoghurt Oikos, estilo griego, sabor arándano",Leche semidescremada,1 envase = 150 g,129
"Yoghurt Oikos, estilo griego, sabor coco",Leche semidescremada,1 envase = 150 g,129
"Yoghurt Oikos, estilo griego, sabor fresa",Leche semidescremada,1 envase = 150 g,121
"Yoghurt Oikos, estilo griego, sabor natural",Leche semidescremada,1 envase = 150 g,121
"Yoghut Activia ZERO bebible ciruela pasa, fresa y piña coco",Leche semidescremada,1 pieza = 225 g,53
Alubia cocida (chica o grande),Leguminosas,1 taza = 180 g,138
Alubia cruda (chica o grande),Leguminosas,1 gramos = 1 g,334
Alubia enlatada guisada,Leguminosas,1 taza = 261 g,115
Alubia germinada,Leguminosas,1 taza = 190 g,33
Alverjón o chícharo seco cocido,Leguminosas,1 taza = 196 g,118
Alverjón o chícharo seco crudo,Leguminosas,1 gramos = 1 g,340
"Bebida vegetal Silk Soya sin azúcar, sin endulzar",Leguminosas,1 taza = 240 g,34
Chícharo germinado cocido,Leguminosas,1 taza = 206 g,97
Frijol germinado cocido,Leguminosas,1 taza = 124 g,78
Frijol germinado crudo,Leguminosas,1 taza = 104 g,67
Frijol molido,Leguminosas,1 taza = 221 g,132
Frijol promedio cocido,Leguminosas,1 taza = 172 g,133
Frijol promedio crudo,Leguminosas,1 gramos = 1 g,340
Frijoles enteros enlatados,Leguminosas,1 taza = 256 g,84
"Frijoles refritos, caseros o enlatados",Leguminosas,1 taza = 227 g,127
Gandul,Leguminosas,1 gramos = 1 g,347
Garbanzo cocido,Leguminosas,1 taza = 164 g,165
Garbanzo crudo,Leguminosas,1 gramos = 1 g,363
Garbanzo enlatado,Leguminosas,1 taza = 240 g,119
Haba seca cocida,Leguminosas,1 taza = 170 g,111
Haba seca cruda,Leguminosas,1 taza = 152 g,337
Harina de frijol,Leguminosas,1 cucharada = 11 g,333
Harina de garbanzo,Leguminosas,1 cucharada = 11 g,355
Harina de haba,Leguminosas,1 cucharada = 11 g,345
Harina de lenteja,Leguminosas,1 cucharada = 11 g,327
Harina de soya,Leguminosas,1 cucharada = 6 g,432
Harina de soya baja en grasa,Leguminosas,1 cucharada = 6 g,364
Harina de soya sin grasa,Leguminosas,1 cucharada = 6 g,368
Hummus,Leguminosas,1 cucharada = 15 g,167
Ibes o haba de lima cocido,Leguminosas,1 taza = 170 g,124
Ibes o haba de lima crudo,Leguminosas,1 gramos = 1 g,113
Lenteja cocida,Leguminosas,1 taza = 198 g,116
Lenteja cruda,Leguminosas,1 gramos = 1 g,354
Miso (soybean paste),Leguminosas,1 gramos = 1 g,200
Soya cocida,Leguminosas,1 taza = 173 g,172
Soya texturizada,Leguminosas,1 gramos = 1 g,317
Achiote,Libres en energía,1 cucharada = 16 g,250
Agar - Agar,Libres en energía,1 cucharada = 6 g,33
Agua,Libres en energía,1 taza = 240 g,0
Agua mineral,Libres en energía,1 lata = 355 g,0
Ajo en polvo,Libres en energía,1 cucharadita = 4 g,250
Albahaca deshidratada,Libres en energía,1 cucharadita = 1 g,250
Albahaca molida,Libres en energía,1 cucharadita = 1 g,250
Alcaparras,Libres en energía,1 cucharada = 8 g,24
Alcaravea,Libres en energía,1 cucharadita = 2 g,400
Alga espirulina en polvo,Libres en energía,1 cucharadita = 4 g,200
Anís,Libres en energía,1 cucharadita = 2 g,400
Arúgula,Libres en energía,1 taza = 12 g,25
Aspartame,Libres en energía,1 sobre = 1 g,0
Azafrán,Libres en energía,1 cucharadita = 1 g,300
Café americano,Libres en energía,1 taza = 240 g,2
Café de grano,Libres en energía,1 cucharada = 8 g,7
Café descafeinado,Libres en energía,1 taza = 240 g,2
Café descafeinado preparado,Libres en energía,1 taza = 240 g,2
Café en polvo,Libres en energía,1 cucharada = 2 g,400
Café en polvo descafeinado,Libres en energía,1 cucharadita = 2 g,200
Café express,Libres en energía,1 taza = 80 g,2
Café instantáneo,Libres en energía,1 cucharadita = 2 g,200
Café instantáneo preparado,Libres en energía,1 taza = 240 g,2
"Café instantáneo, descafeinado",Libres en energía,1 cucharadita = 2 g,200
Café molido,Libres en energía,1 cucharada = 4 g,25
Café sin azúcar,Libres en energía,1 taza = 240 g,2
Café ó té sin azúcar,Libres en energía,1 taza = 240 g,1
Caldo,Libres en energía,1 taza = 240 g,8
Caldo de carne,Libres en energía,1 taza = 240 g,8
Caldo de carne concentrado,Libres en energía,1 taza = 248 g,13
Caldo de pescado,Libres en energía,1 taza = 240 g,8
Caldo de pollo,Libres en energía,1 taza = 240 g,8
Caldo de pollo concentrado,Libres en energía,1 taza = 250 g,24
Caldo de pollo enlatado,Libres en energía,1 taza = 250 g,24
Caldo de res,Libres en energía,1 taza = 240 g,8
Caldo de res enlatado,Libres en energía,1 taza = 248 g,12
Canela,Libres en energía,1 cucharadita = 2 g,250
Canela en polvo,Libres en energía,1 cucharadita = 2 g,250
Canela en raja,Libres en energía,1 raja = 10 g,250
Canela molida,Libres en energía,1 cucharadita = 2 g,250
Cardamomo,Libres en energía,1 cucharadita = 2 g,300
Cardamomo molido,Libres en energía,1 cucharadita = 2 g,300
Cebolla deshidratada,Libres en energía,1 cucharadita = 1 g,400
Cebolla en polvo,Libres en energía,1 cucharadita = 2 g,400
Cebollín,Libres en energía,1 cucharadita = 1 g,33
Cebollín deshidratado,Libres en energía,1 cucharadita = 0 g,0
Cebollín fresco,Libres en energía,1 cucharadita = 1 g,33
Cebollín liofilizado,Libres en energía,1 cucharada = 0 g,250
Chicle sin azúcar,Libres en energía,1 pieza = 3 g,333
Chile Tajín,Libres en energía,1 cucharadita = 4 g,100
Chile cascabel,Libres en energía,1 gramos = 1 g,267
Chile en polvo,Libres en energía,1 pieza = 0 g,400
Chile piquín,Libres en energía,1 pieza = 0 g,400
Chile piquín molido,Libres en energía,1 cucharadita = 4 g,250
Chocolate para repostería sin azúcar,Libres en energía,1 gramos = 1 g,500
Clavo,Libres en energía,1 cucharadita = 2 g,300
Clavo de olor,Libres en energía,1 cucharadita = 2 g,300
Clavo en polvo,Libres en energía,1 cucharadita = 2 g,300
Clavo entero,Libres en energía,1 gramos = 1 g,300
Clavo molido,Libres en energía,1 cucharadita = 2 g,300
Clight,Libres en energía,1 sobre = 1 g,200
Coca Cola de dieta,Libres en energía,1 lata = 240 g,0
Coca Cola sin azúcar,Libres en energía,1 lata = 240 g,0
Coca light,Libres en energía,1 lata = 240 g,0
Cocacola de dieta,Libres en energía,1 lata = 240 g,0
Cocoa en polvo con aspartame,Libres en energía,1 cucharada = 12 g,300
Cocoa sin azúcar,Libres en energía,1 cucharada = 10 g,350
Cocoa sin azúcar Hershey,Libres en energía,1 cucharada = 10 g,350
Comino,Libres en energía,1 cucharadita = 2 g,350
Comino entero,Libres en energía,1 cucharadita = 2 g,350
Comino molido,Libres en energía,1 cucharadita = 2 g,600
Concentrado de pollo,Libres en energía,1 gramos = 1 g,200
Consomé,Libres en energía,1 taza = 240 g,17
Consomé de camarón en polvo,Libres en energía,1 cucharada = 13 g,200
Consomé de pescado,Libres en energía,1 gramos = 1 g,30
Consomé de pollo,Libres en energía,1 taza = 300 g,17
Consomé de pollo bajo en grasa,Libres en energía,1 cucharada = 12 g,8
Consomé de pollo desgrasado en polvo,Libres en energía,1 cucharada = 12 g,17
Consomé de pollo en cubo,Libres en energía,1 pieza = 6 g,200
Consomé de pollo en polvo,Libres en energía,1 cucharada = 12 g,200
Consomé de res,Libres en energía,1 taza = 240 g,8
Consomé de res condensado,Libres en energía,1 taza = 240 g,13
Consomé de res en cubo,Libres en energía,1 pieza = 6 g,250
Consomé de res en polvo,Libres en energía,1 cucharada = 12 g,17
Consomé en polvo,Libres en energía,1 cucharada = 12 g,200
Consomé sabor tomate,Libres en energía,1 gramos = 1 g,300
Consoné de res enlata,Libres en energía,1 taza = 240 g,13
Cremor tártaro,Libres en energía,1 cucharadita = 3 g,267
Cubo consomé,Libres en energía,1 pieza = 24 g,200
Curry,Libres en energía,1 cucharadita = 2 g,350
Curry en polvo,Libres en energía,1 cucharadita = 2 g,350
Cáscara de limón,Libres en energía,1 cucharadita = 2 g,50
Cáscara de naranja,Libres en energía,1 cucharadita = 2 g,100
Decaf,Libres en energía,1 cucharadita = 2 g,200
Diet Coke,Libres en energía,1 taza = 240 g,0
Diet Sprite,Libres en energía,1 taza = 240 g,1
Eneldo,Libres en energía,1 cucharadita = 2 g,38
Eneldo deshidratado,Libres en energía,1 cucharadita = 1 g,300
Eneldo en semilla,Libres en energía,1 cucharadita = 2 g,300
Especias para sazonar aves,Libres en energía,1 cucharadita = 2 g,300
Estragón,Libres en energía,1 cucharadita = 2 g,300
Estragón molido,Libres en energía,1 cucharadita = 2 g,300
Estragón seco,Libres en energía,1 cucharadita = 2 g,300
Extracto de vainilla,Libres en energía,1 cucharadita = 5 g,160
Flor de jamaica,Libres en energía,1 taza = 1 g,100
Fruto del monje,Libres en energía,1 cucharadita = 2 g,0
Gelatina de dieta,Libres en energía,1 taza = 240 g,7
Gelatina sin azúcar preparada,Libres en energía,1 taza = 121 g,8
Gengibre,Libres en energía,1 cucharadita = 2 g,67
Gengibre fresco,Libres en energía,1 cucharadita = 2 g,67
Gengibre molido o en polvo,Libres en energía,1 cucharadita = 2 g,350
Grenetina sin sabor,Libres en energía,1 sobre = 12 g,300
Hierba Santa,Libres en energía,1 pieza = 6 g,33
Hierbabuena,Libres en energía,1 gramos = 1 g,40
Hierbas de olor,Libres en energía,1 cucharadita = 2 g,250
Hierbas finas,Libres en energía,1 cucharadita = 2 g,250
Hierbas molidas,Libres en energía,1 cucharadita = 2 g,250
Hinojo,Libres en energía,1 gramos = 1 g,30
Hoja Santa,Libres en energía,1 pieza = 6 g,33
Hoja de aguacate,Libres en energía,1 pieza = 3 g,33
Hojas de laurel,Libres en energía,1 pieza = 1 g,300
Hojuelas de chile,Libres en energía,1 cucharadita = 4 g,200
Jamaica,Libres en energía,1 taza = 1 g,100
Jengibre,Libres en energía,1 cucharadita = 2 g,67
Jengibre fresco,Libres en energía,1 cucharadita = 2 g,67
Jengibre molido o en polvo,Libres en energía,1 cucharadita = 2 g,350
Jugo Maggy,Libres en energía,1 cucharadita = 4 g,100
Kool-Aid en polvo sin azúcar,Libres en energía,1 sobre = 1 g,500
Laurel,Libres en energía,1 hoja = 1 g,300
Laurel fresco,Libres en energía,1 hoja = 1 g,300
Laurel troceado,Libres en energía,1 cucharadita = 1 g,300
Levadura comprimida,Libres en energía,1 sobre = 18 g,100
Levadura en polvo,Libres en energía,1 sobre = 8 g,250
Levadura fresca,Libres en energía,1 gramos = 1 g,250
Levadura seca,Libres en energía,1 sobre = 8 g,275
Limón,Libres en energía,1 pieza = 68 g,29
Limón agrio,Libres en energía,1 pieza = 18 g,22
Limón sin semilla,Libres en energía,1 pieza = 22 g,18
Manzanilla fresca,Libres en energía,1 gramos = 1 g,40
Manzanilla seca,Libres en energía,1 bolsa = 0 g,0
Matcha en polvo,Libres en energía,1 cucharadita = 4 g,100
Mejorana,Libres en energía,1 cucharadita = 1 g,300
Menta,Libres en energía,1 cucharadita = 1 g,500
Menta fresca,Libres en energía,1 cucharadita = 1 g,100
Menta molida,Libres en energía,1 cucharadita = 2 g,300
Monk fruit,Libres en energía,1 cucharadita = 2 g,0
Mostaza,Libres en energía,1 cucharadita = 5 g,100
Mostaza Dijón,Libres en energía,1 cucharadita = 5 g,100
Mostaza en polvo,Libres en energía,1 cucharadita = 3 g,300
Nuez moscada,Libres en energía,1 cucharadita = 2 g,500
Nuez moscada molida,Libres en energía,1 cucharadita = 2 g,500
Nutra Sweet,Libres en energía,1 sobre = 1 g,0
Orange Crush Diet,Libres en energía,1 lata = 356 g,6
Orégano,Libres en energía,1 cucharadita = 2 g,300
Orégano molido,Libres en energía,1 cucharadita = 2 g,250
Orégano troceado,Libres en energía,1 cucharadita = 2 g,300
Paprika,Libres en energía,1 cucharadita = 2 g,300
Pepsi Max,Libres en energía,1 lata = 355 g,1
Pepsi de dieta,Libres en energía,1 lata = 355 g,1
Perejil deshidratado,Libres en energía,1 cucharada = 3 g,300
Pimentón,Libres en energía,1 cucharadita = 2 g,300
Pimienta,Libres en energía,1 cucharadita = 2 g,250
Pimienta blanca,Libres en energía,1 cucharadita = 2 g,300
Pimienta blanca en polvo,Libres en energía,1 cucharadita = 2 g,300
Pimienta blanca molida,Libres en energía,1 cucharadita = 2 g,300
Pimienta con limón,Libres en energía,1 cucharadita = 2 g,0
Pimienta de Cayena,Libres en energía,1 cucharadita = 2 g,300
Pimienta de Tabasco,Libres en energía,1 cucharadita = 2 g,300
Pimienta gorda,Libres en energía,1 cucharadita = 4 g,225
Pimienta molida,Libres en energía,1 cucharadita = 2 g,250
Pimienta negra,Libres en energía,1 cucharadita = 2 g,250
Pimienta negra en polvo,Libres en energía,1 cucharadita = 2 g,250
Pimienta negra entera,Libres en energía,1 cucharadita = 4 g,225
Pimienta negra molida,Libres en energía,1 cucharadita = 2 g,250
Pimienta roja,Libres en energía,1 cucharadita = 2 g,300
Pimienta verde,Libres en energía,1 cucharadita = 2 g,300
Raja de canela,Libres en energía,1 pieza = 6 g,300
Ralladura de limón,Libres en energía,1 cucharadita = 2 g,50
Ralladura de naranja,Libres en energía,1 cucharadita = 2 g,100
Raíz de jengibre,Libres en energía,1 cucharadita = 2 g,50
Raíz fuerte,Libres en energía,1 gramos = 1 g,60
Red Bull sugar free*,Libres en energía,1 lata = 250 g,5
Refresco de dieta,Libres en energía,1 lata = 355 g,0
